type,amount,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
CASH_OUT,96672.73,0.0,0.0,C1454594778,3064773.37,3161446.11,0,0
PAYMENT,16723.71,0.0,0.0,M460256592,0.0,0.0,0,0
CASH_IN,45465.09,21080354.51,21125819.6,C289045778,5796929.21,5751464.11,0,0
CASH_OUT,119926.16,107228.0,0.0,C1089302232,535041.26,654967.42,0,0
CASH_OUT,306908.2,0.0,0.0,C672506150,18273168.89,18580077.09,0,0
CASH_OUT,312779.42,0.0,0.0,C581016711,5115250.27,5428029.69,0,0
CASH_OUT,76695.7,0.0,0.0,C1231752075,137200.7,424280.34,0,0
CASH_IN,187635.4,19839.0,207474.4,C1842552715,10559.73,0.0,0,0
TRANSFER,2940962.5,0.0,0.0,C324262946,7491802.6,10432765.1,0,0
CASH_OUT,270265.41,0.0,0.0,C254038791,412678.24,682943.65,0,0
CASH_OUT,2225.96,78116.0,75890.04,C453452152,63266.13,65492.09,0,0
CASH_OUT,78624.86,33256.0,0.0,C1304832582,239069.33,317694.19,0,0
PAYMENT,4115.88,10246.0,6130.12,M1184414300,0.0,0.0,0,0
CASH_OUT,207272.94,0.0,0.0,C458978668,232092.29,439365.23,0,0
PAYMENT,23551.08,100400.0,76848.92,M385489090,0.0,0.0,0,0
CASH_OUT,243590.45,0.0,0.0,C2122941373,398088.35,641678.8,0,0
CASH_IN,109614.33,290546.0,400160.33,C650620856,50601.58,0.0,0,0
CASH_IN,33868.53,75310.27,109178.81,C1300639524,272242.57,238374.04,0,0
PAYMENT,9276.89,0.0,0.0,M1835892186,0.0,0.0,0,0
CASH_IN,410586.41,11713081.45,12123667.87,C1617893543,997146.21,586559.8,0,0
PAYMENT,11587.63,44731.0,33143.37,M2055217883,0.0,0.0,0,0
PAYMENT,8093.67,11031.0,2937.33,M2132813136,0.0,0.0,0,0
CASH_IN,448921.18,142817.0,591738.18,C1853881904,387622.39,0.0,0,0
CASH_OUT,177260.24,0.0,0.0,C1464180194,3314805.11,3492065.35,0,0
CASH_OUT,144804.62,0.0,0.0,C168842989,675572.09,820376.71,0,0
PAYMENT,4542.72,72822.0,68279.28,M836457613,0.0,0.0,0,0
CASH_OUT,193642.26,0.0,0.0,C1964847541,556428.1,750070.35,0,0
PAYMENT,4963.6,24764.0,19800.4,M1584649036,0.0,0.0,0,0
CASH_OUT,63515.38,1144.0,0.0,C172880640,0.0,63515.38,0,0
CASH_OUT,363538.0,264.0,0.0,C1211900821,223450.67,586988.67,0,0
PAYMENT,52250.51,12449.7,0.0,M123591478,0.0,0.0,0,0
PAYMENT,6219.01,107681.0,101461.99,M479438635,0.0,0.0,0,0
CASH_IN,80711.1,16.0,80727.1,C544805598,791187.71,710476.62,0,0
CASH_OUT,123551.33,571.0,0.0,C1520607041,0.0,123551.33,0,0
PAYMENT,19090.64,24735.54,5644.89,M1961129668,0.0,0.0,0,0
PAYMENT,2250.96,19997.0,17746.04,M1186893404,0.0,0.0,0,0
CASH_OUT,134921.39,0.0,0.0,C1546638337,1785117.99,1920039.38,0,0
PAYMENT,27571.66,0.0,0.0,M579020195,0.0,0.0,0,0
PAYMENT,12832.97,62023.0,49190.03,M1797234403,0.0,0.0,0,0
TRANSFER,400530.77,0.0,0.0,C1228567311,1173682.28,1574213.04,0,0
CASH_OUT,168806.77,0.0,0.0,C1813133694,1358609.67,1527416.44,0,0
CASH_OUT,23257.34,0.0,0.0,C152143372,570570.6,593827.94,0,0
CASH_OUT,411283.17,0.0,0.0,C1710697340,1549450.11,1960733.28,0,0
CASH_OUT,346519.44,31885.0,0.0,C464075622,593422.65,939942.09,0,0
PAYMENT,27175.33,50153.99,22978.67,M334178511,0.0,0.0,0,0
PAYMENT,3866.55,177321.0,173454.45,M455787077,0.0,0.0,0,0
CASH_OUT,284339.84,0.0,0.0,C1107334799,453769.5,738109.34,0,0
CASH_IN,384015.73,22086.0,406101.73,C838604277,953934.84,569919.11,0,0
PAYMENT,16101.01,17623.0,1521.99,M1087206228,0.0,0.0,0,0
CASH_IN,289437.66,2324800.08,2614237.74,C1105086478,1193187.51,903749.85,0,0
CASH_IN,8497.76,634418.0,642915.76,C723579517,4040627.43,4032129.67,0,0
PAYMENT,17907.82,0.0,0.0,M1472336800,0.0,0.0,0,0
CASH_IN,25362.02,22403.0,47765.02,C428843755,27403.0,2040.98,0,0
CASH_OUT,316840.04,274304.0,0.0,C1168115207,0.0,316840.04,0,0
CASH_IN,139697.64,1876738.37,2016436.02,C1172960957,246841.37,107143.73,0,0
TRANSFER,429317.97,95028.71,0.0,C1040100973,665292.22,1094610.19,0,0
PAYMENT,10244.66,139373.0,129128.34,M1091457572,0.0,0.0,0,0
TRANSFER,186244.37,0.0,0.0,C2138271497,235666.46,421910.83,0,0
CASH_IN,212005.13,1496046.89,1708052.02,C1644184724,4164534.64,3952529.51,0,0
CASH_OUT,154807.45,26255.0,0.0,C511190408,0.0,154807.45,0,0
PAYMENT,61288.65,0.0,0.0,M638440814,0.0,0.0,0,0
PAYMENT,7769.84,65261.78,57491.94,M1676335014,0.0,0.0,0,0
CASH_OUT,86868.36,0.0,0.0,C1868897118,13136897.38,13223765.74,0,0
CASH_OUT,112403.56,0.0,0.0,C1330755997,10218745.48,10331149.04,0,0
CASH_IN,195781.83,677582.89,873364.71,C1988222632,274963.73,79181.9,0,0
CASH_OUT,86744.54,0.0,0.0,C1420247745,213390.46,300134.99,0,0
CASH_OUT,45256.52,55325.0,10068.48,C197049505,632680.59,677937.11,0,0
CASH_OUT,345677.67,20334.0,0.0,C1170329135,6434719.49,6780397.16,0,0
PAYMENT,2949.6,207561.45,204611.85,M203340567,0.0,0.0,0,0
CASH_OUT,8930.41,0.0,0.0,C1604937922,168551.93,177482.34,0,0
CASH_IN,240327.53,4709496.49,4949824.02,C1336070239,448019.31,207691.78,0,0
CASH_OUT,216628.45,116678.0,0.0,C1080370443,0.0,216628.45,0,0
CASH_IN,44797.15,27099300.35,27144097.51,C582358907,238641.97,193844.82,0,0
CASH_OUT,198210.06,60881.0,0.0,C1666600339,245882.33,444092.39,0,0
PAYMENT,23000.86,22545.0,0.0,M1904538783,0.0,0.0,0,0
CASH_OUT,156687.99,0.0,0.0,C15992934,1526891.22,1683579.22,0,0
CASH_OUT,179392.03,0.0,0.0,C610650276,1914662.95,2094054.98,0,0
PAYMENT,6636.71,0.0,0.0,M935186266,0.0,0.0,0,0
TRANSFER,618963.72,44546.0,0.0,C744722165,954391.75,2719703.83,0,0
CASH_IN,305690.43,31444.0,337134.43,C422344781,0.0,0.0,0,0
CASH_OUT,164083.25,103.0,0.0,C1145764566,204480.78,368564.03,0,0
TRANSFER,351040.64,467.0,0.0,C223373731,1115874.61,1466915.24,0,0
CASH_OUT,23862.03,130499.0,106636.97,C32752260,15339.43,39201.46,0,0
PAYMENT,3521.27,52087.0,48565.73,M1543048178,0.0,0.0,0,0
PAYMENT,7077.33,20611.0,13533.67,M1456511521,0.0,0.0,0,0
PAYMENT,5118.65,552.0,0.0,M114907800,0.0,0.0,0,0
CASH_IN,176778.71,2763940.66,2940719.37,C574318233,2224062.62,2047283.91,0,0
PAYMENT,3129.41,0.0,0.0,M1703623486,0.0,0.0,0,0
CASH_OUT,379447.39,99781.0,0.0,C520462832,498674.02,878121.41,0,0
CASH_OUT,261970.28,37653.0,0.0,C1561545750,0.0,261970.28,0,0
CASH_OUT,256250.19,0.0,0.0,C1557554968,1814960.02,2071210.21,0,0
PAYMENT,2801.63,20997.0,18195.37,M1614254825,0.0,0.0,0,0
PAYMENT,11804.7,0.0,0.0,M1139607622,0.0,0.0,0,0
CASH_OUT,312276.51,0.0,0.0,C1696570239,374760.52,542510.11,0,0
CASH_OUT,104104.04,11348.0,0.0,C156764406,0.0,104104.04,0,0
CASH_OUT,116477.36,726838.03,610360.67,C545530440,0.0,116477.36,0,0
CASH_OUT,35191.46,16402.0,0.0,C1134505559,366459.31,401650.77,0,0
DEBIT,3815.2,256118.0,252302.8,C910517892,454837.92,458653.13,0,0
PAYMENT,37225.95,20478.0,0.0,M842977029,0.0,0.0,0,0
CASH_OUT,34649.33,327795.87,293146.54,C732907816,0.0,34649.33,0,0
PAYMENT,3155.62,118993.0,115837.38,M201439876,0.0,0.0,0,0
PAYMENT,8812.93,0.0,0.0,M631257981,0.0,0.0,0,0
CASH_OUT,73655.32,0.0,0.0,C197716503,484683.01,558338.33,0,0
CASH_OUT,449805.55,0.0,0.0,C2030142449,976295.07,1426100.62,0,0
PAYMENT,773.4,54144.58,53371.18,M1869286420,0.0,0.0,0,0
CASH_OUT,181297.91,0.0,0.0,C485068362,600281.04,866541.92,0,0
CASH_IN,526007.57,5532671.39,6058678.96,C1941550297,756321.75,230314.18,0,0
CASH_IN,437042.52,10501592.29,10938634.81,C520462832,878121.41,441078.89,0,0
PAYMENT,5689.92,29731.0,24041.08,M1722122671,0.0,0.0,0,0
CASH_OUT,342398.88,230342.0,0.0,C809008445,0.0,342398.88,0,0
TRANSFER,3555285.97,0.0,0.0,C1971839351,8610482.02,12165767.99,0,0
PAYMENT,6030.54,3025.65,0.0,M941363445,0.0,0.0,0,0
CASH_IN,110837.23,13591835.69,13702672.92,C1371929292,1144547.42,1033710.19,0,0
TRANSFER,139430.53,0.0,0.0,C1078426267,1222540.44,1361970.97,0,0
CASH_OUT,170035.59,24957.56,0.0,C1453323991,3503098.43,3673134.02,0,0
PAYMENT,6510.9,631183.0,624672.1,M965437608,0.0,0.0,0,0
CASH_IN,256703.94,2151096.45,2407800.4,C1684558593,408244.82,151540.87,0,0
PAYMENT,21342.08,10213.0,0.0,M472250519,0.0,0.0,0,0
CASH_OUT,180474.7,0.0,0.0,C727734711,253557.42,434032.12,0,0
CASH_OUT,378682.97,15243.0,0.0,C914681480,136063.57,514746.54,0,0
CASH_IN,104097.49,484760.79,588858.29,C627189330,319781.69,215684.19,0,0
CASH_OUT,109816.1,0.0,0.0,C1855023465,111443.56,221259.65,0,0
CASH_OUT,157798.91,18493.0,0.0,C1611361790,0.0,157798.91,0,0
CASH_OUT,113657.59,0.0,0.0,C1434012162,134038.83,247696.42,0,0
CASH_OUT,203307.16,0.0,0.0,C482281320,4825305.43,5028612.59,0,0
CASH_OUT,82674.55,651068.0,568393.45,C761481137,103276.45,185951.0,0,0
CASH_IN,93126.48,33567.0,126693.48,C877812010,0.0,0.0,0,0
CASH_OUT,145738.71,0.0,0.0,C748178747,468655.33,614394.05,0,0
CASH_OUT,28573.36,10724.0,0.0,C1860153933,3430199.12,3458772.49,0,0
PAYMENT,4482.41,0.0,0.0,M2034408157,0.0,0.0,0,0
PAYMENT,14683.6,41512.74,26829.14,M1472735825,0.0,0.0,0,0
CASH_OUT,28567.9,0.0,0.0,C1545242363,8541002.62,8569570.52,0,0
CASH_IN,328611.76,2338428.11,2667039.87,C552039736,381882.73,53270.97,0,0
CASH_OUT,307980.37,25.0,0.0,C1526476928,160769.48,468749.84,0,0
CASH_IN,47248.12,7902139.42,7949387.53,C1669145919,8714587.17,8667339.05,0,0
CASH_IN,163759.61,11097.0,174856.61,C1477930338,1945653.23,1781893.62,0,0
TRANSFER,1396329.43,165.0,0.0,C555239996,1148031.3,2544360.74,0,0
CASH_OUT,48824.45,116212.0,67387.55,C1063952950,47933.57,96758.02,0,0
TRANSFER,489824.76,0.0,0.0,C803109797,4027296.55,4517121.31,0,0
CASH_OUT,90817.84,0.0,0.0,C1874994820,321844.95,412662.79,0,0
PAYMENT,12416.66,19245.63,6828.97,M1537224932,0.0,0.0,0,0
PAYMENT,1268.62,19483.88,18215.26,M1638713170,0.0,0.0,0,0
CASH_OUT,47737.6,37781.01,0.0,C1185682622,4407637.3,4455374.9,0,0
CASH_OUT,168940.61,6220.47,0.0,C1335902501,5530751.0,5699691.61,0,0
CASH_OUT,114317.84,0.0,0.0,C1921651287,9854198.29,9968516.13,0,0
CASH_IN,71494.27,13988.0,85482.27,C2057294356,109880.65,38386.38,0,0
PAYMENT,10566.29,43383.15,32816.86,M4509234,0.0,0.0,0,0
CASH_OUT,196005.36,0.0,0.0,C1567520676,6395263.89,6591269.25,0,0
CASH_OUT,157004.57,0.0,0.0,C1930825634,1065789.05,1222793.62,0,0
PAYMENT,5838.69,0.0,0.0,M1827776168,0.0,0.0,0,0
CASH_OUT,24201.78,80004.66,55802.88,C1944768637,1103160.72,1127362.5,0,0
PAYMENT,4333.35,0.0,0.0,M862947341,0.0,0.0,0,0
TRANSFER,1593479.08,0.0,0.0,C1594858600,25780564.1,27374043.17,0,0
PAYMENT,28648.42,0.0,0.0,M9125364,0.0,0.0,0,0
CASH_IN,176152.54,14421.15,190573.68,C1342867609,268621.48,92468.94,0,0
PAYMENT,11102.45,0.0,0.0,M98320366,0.0,0.0,0,0
CASH_OUT,268952.38,0.0,0.0,C1504235831,3121702.1,3390654.48,0,0
PAYMENT,14406.01,111719.0,97312.99,M1884144062,0.0,0.0,0,0
CASH_OUT,86021.94,212479.0,126457.06,C228395727,1789403.28,1875425.22,0,0
CASH_IN,473483.15,70552.0,544035.15,C471192303,1422509.9,949026.74,0,0
CASH_OUT,33783.21,0.0,0.0,C1576823493,293849.32,327632.54,0,0
CASH_IN,121352.09,11302.0,132654.09,C743509791,677926.24,911983.96,0,0
PAYMENT,30877.48,25766.13,0.0,M2096438789,0.0,0.0,0,0
PAYMENT,3697.31,0.0,0.0,M385390967,0.0,0.0,0,0
CASH_OUT,288546.94,265.0,0.0,C1836819191,14477.64,126149.68,0,0
PAYMENT,15141.8,0.0,0.0,M1082582263,0.0,0.0,0,0
CASH_OUT,268576.64,0.0,0.0,C1285261551,3209567.4,3478144.04,0,0
CASH_OUT,6048.56,0.0,0.0,C138400989,670227.45,676276.01,0,0
CASH_IN,433620.24,0.0,433620.24,C1822578654,3710701.51,3277081.27,0,0
CASH_OUT,41696.97,0.0,0.0,C1073042889,456615.93,498312.9,0,0
CASH_OUT,350872.17,0.0,0.0,C806858189,787541.67,1138413.84,0,0
CASH_OUT,111812.71,42007.0,0.0,C104012589,5563.0,88760.08,0,0
CASH_OUT,86427.58,792.0,0.0,C2114237828,0.0,86427.58,0,0
CASH_OUT,28859.36,408.0,0.0,C1758241342,1485347.9,1514207.27,0,0
PAYMENT,21057.49,868.0,0.0,M2035415745,0.0,0.0,0,0
CASH_IN,60516.99,1292647.14,1353164.13,C200488402,1472979.26,1412462.27,0,0
PAYMENT,1994.71,0.0,0.0,M1094713089,0.0,0.0,0,0
PAYMENT,412.02,153211.0,152798.98,M1399608529,0.0,0.0,0,0
TRANSFER,703688.48,0.0,0.0,C1187838968,2577061.25,3280749.72,0,0
PAYMENT,9508.84,32377.0,22868.16,M161484054,0.0,0.0,0,0
CASH_OUT,67256.57,0.0,0.0,C1687125807,415634.89,301068.47,0,0
CASH_IN,112630.39,22249.0,134879.39,C1585500442,4507770.42,4395140.04,0,0
CASH_OUT,209369.03,9280.0,0.0,C620660699,0.0,209369.03,0,0
CASH_OUT,106593.7,19145.1,0.0,C1101574751,551361.64,657955.33,0,0
CASH_OUT,162658.94,0.0,0.0,C1000902358,182884.65,345543.59,0,0
PAYMENT,18552.69,0.0,0.0,M705303576,0.0,0.0,0,0
CASH_IN,79836.34,5430856.82,5510693.17,C2098154505,26596645.35,26516809.01,0,0
CASH_IN,218751.14,600375.84,819126.98,C73222363,0.0,0.0,0,0
CASH_OUT,75819.26,10990.0,0.0,C1787246304,0.0,75819.26,0,0
CASH_OUT,182533.55,20961.0,0.0,C285343586,2653389.06,2835922.62,0,0
PAYMENT,33671.12,0.0,0.0,M1979681353,0.0,0.0,0,0
PAYMENT,5491.45,62873.02,57381.57,M1326750256,0.0,0.0,0,0
CASH_OUT,394229.81,44929.0,0.0,C978154663,1178265.38,1572495.18,0,0
PAYMENT,2012.52,31476.0,29463.48,M338607638,0.0,0.0,0,0
PAYMENT,13511.67,0.0,0.0,M776991927,0.0,0.0,0,0
PAYMENT,3146.09,0.0,0.0,M389051766,0.0,0.0,0,0
PAYMENT,2078.62,10136.0,8057.38,M904043918,0.0,0.0,0,0
CASH_OUT,99386.93,241341.0,141954.07,C1616024897,106527.17,205914.1,0,0
CASH_OUT,14782.74,221325.0,206542.26,C341644631,0.0,14782.74,0,0
PAYMENT,5710.87,0.0,0.0,M1002590591,0.0,0.0,0,0
CASH_OUT,52288.35,0.0,0.0,C53842241,855201.01,907489.36,0,0
CASH_OUT,223418.23,0.0,0.0,C1647406195,1491367.98,1714786.21,0,0
CASH_OUT,134143.39,495968.0,361824.61,C148488467,0.0,134143.39,0,0
PAYMENT,17990.37,14605.0,0.0,M1025729931,0.0,0.0,0,0
CASH_IN,441160.62,3837330.5,4278491.12,C77088420,577397.88,136237.26,0,0
CASH_IN,108721.31,12609256.12,12717977.43,C1891117386,2795431.38,2686710.07,0,0
PAYMENT,15229.3,0.0,0.0,M1724266478,0.0,0.0,0,0
TRANSFER,3114198.86,0.0,0.0,C2101446901,7670683.23,10784882.09,0,0
CASH_OUT,65795.48,0.0,0.0,C5369896,137490.81,203286.29,0,0
CASH_OUT,168637.22,3075.0,0.0,C1044572180,0.0,168637.22,0,0
PAYMENT,4458.9,91545.0,87086.1,M409221874,0.0,0.0,0,0
CASH_OUT,121263.57,0.0,0.0,C530853157,154056.72,275320.3,0,0
CASH_OUT,7606.54,0.0,0.0,C139776102,11143980.5,11151587.04,0,0
CASH_OUT,435993.42,116551.0,0.0,C2075362104,0.0,435993.42,0,0
CASH_OUT,276219.48,0.0,0.0,C1367641196,4999970.58,5276190.06,0,0
PAYMENT,28816.1,0.0,0.0,M1774538180,0.0,0.0,0,0
CASH_IN,70868.23,6596601.79,6667470.02,C686834410,2059504.36,1988636.13,0,0
CASH_OUT,203944.22,70787.0,0.0,C1087195669,357945.61,561889.83,0,0
CASH_OUT,108831.79,30591.0,0.0,C298653109,1703032.95,1811864.74,0,0
TRANSFER,247342.35,5022.18,0.0,C1169067760,791572.71,1038915.05,0,0
CASH_IN,227196.43,3304901.2,3532097.64,C748063839,7956217.54,7729021.11,0,0
CASH_IN,53819.74,5673521.18,5727340.92,C679893395,203255.29,149435.55,0,0
CASH_IN,134624.29,40365.0,174989.29,C1745803138,20936.07,0.0,0,0
TRANSFER,35910.87,5298.0,0.0,C584605886,0.0,35910.87,0,0
CASH_IN,46466.53,5817190.01,5863656.54,C184791021,441055.4,394588.87,0,0
PAYMENT,9981.99,0.0,0.0,M657906302,0.0,0.0,0,0
PAYMENT,7027.79,0.0,0.0,M1527045469,0.0,0.0,0,0
PAYMENT,8279.7,0.0,0.0,M195776889,0.0,0.0,0,0
CASH_OUT,34106.51,0.0,0.0,C2005583765,363701.39,397807.9,0,0
CASH_OUT,117985.57,0.0,0.0,C962456685,504718.46,622704.02,0,0
CASH_IN,148004.83,1444413.6,1592418.43,C778167081,509933.71,361928.88,0,0
PAYMENT,4712.26,31948.0,27235.74,M988606750,0.0,0.0,0,0
CASH_IN,35789.53,30651.0,66440.53,C595000719,1540.0,166320.8,0,0
PAYMENT,10361.54,218040.89,207679.35,M1065274045,0.0,0.0,0,0
CASH_OUT,226434.91,31865.0,0.0,C654070884,0.0,226434.91,0,0
TRANSFER,73002.64,14957.0,0.0,C1203041588,632314.03,705316.67,0,0
CASH_OUT,93586.85,0.0,0.0,C1979898661,307691.57,401278.42,0,0
CASH_OUT,190181.85,0.0,0.0,C1461008477,717180.02,907361.88,0,0
PAYMENT,15607.15,164280.89,148673.74,M1610661524,0.0,0.0,0,0
CASH_OUT,351975.78,99002.0,0.0,C243900142,429587.65,781563.43,0,0
CASH_IN,191955.6,2913317.43,3105273.03,C172876816,10472989.32,10281033.72,0,0
CASH_OUT,99832.88,0.0,0.0,C1983491090,834309.3,934142.17,0,0
CASH_OUT,190193.75,20704.0,0.0,C710158062,0.0,190193.75,0,0
PAYMENT,8774.34,0.0,0.0,M1753365495,0.0,0.0,0,0
TRANSFER,1450304.69,0.0,0.0,C422990138,6620328.04,8070632.73,0,0
CASH_OUT,291050.28,51215.0,0.0,C2060860533,0.0,291050.28,0,0
CASH_IN,156158.14,30390.0,186548.14,C1971380298,0.0,0.0,0,0
PAYMENT,21431.63,0.0,0.0,M1487289936,0.0,0.0,0,0
CASH_OUT,52904.3,0.0,0.0,C1656872677,174830.5,227734.8,0,0
PAYMENT,11951.54,90201.32,78249.78,M1258187909,0.0,0.0,0,0
CASH_OUT,262372.18,172990.32,0.0,C289108218,2129905.61,2841460.02,0,0
TRANSFER,290493.99,0.0,0.0,C1329031993,772469.51,1062963.5,0,0
CASH_IN,103511.28,1339002.17,1442513.45,C2020308343,127164.53,137175.74,0,0
CASH_OUT,21145.7,14674.0,0.0,C53978188,554143.44,377198.56,0,0
PAYMENT,11536.59,342027.65,330491.05,M75108243,0.0,0.0,0,0
PAYMENT,5970.42,261668.89,255698.48,M602953263,0.0,0.0,0,0
PAYMENT,15610.1,0.0,0.0,M409913950,0.0,0.0,0,0
CASH_OUT,405563.99,15192.0,0.0,C2053399962,0.0,405563.99,0,0
PAYMENT,18811.92,30561.0,11749.08,M1892079569,0.0,0.0,0,0
PAYMENT,2370.06,0.0,0.0,M1230417394,0.0,0.0,0,0
PAYMENT,25572.75,113718.23,88145.48,M1850779309,0.0,0.0,0,0
PAYMENT,2619.73,18980.0,16360.27,M827914008,0.0,0.0,0,0
CASH_OUT,151391.39,0.0,0.0,C690536928,221305.4,372696.79,0,0
CASH_OUT,63031.1,168673.7,105642.59,C2055560009,719105.71,782136.81,0,0
PAYMENT,8643.67,249327.0,240683.33,M264045640,0.0,0.0,0,0
CASH_OUT,323175.02,5212.0,0.0,C830032780,0.0,430412.55,0,0
PAYMENT,4985.49,0.0,0.0,M54003258,0.0,0.0,0,0
CASH_OUT,141195.99,20926.0,0.0,C902789610,0.0,141195.99,0,0
PAYMENT,4118.05,3054.0,0.0,M677746828,0.0,0.0,0,0
PAYMENT,3572.17,0.0,0.0,M1428978362,0.0,0.0,0,0
CASH_OUT,24747.33,0.0,0.0,C581852820,873782.91,898530.24,0,0
CASH_IN,42637.15,1118.0,43755.15,C1175489813,0.0,0.0,0,0
CASH_IN,85399.62,2663969.97,2749369.59,C479374235,1429219.52,1343819.89,0,0
PAYMENT,2729.88,8503.62,5773.73,M1613808606,0.0,0.0,0,0
CASH_OUT,124038.07,9347.0,0.0,C936003598,4517458.09,4641496.16,0,0
CASH_OUT,107129.42,0.0,0.0,C819271472,395936.92,503066.34,0,0
CASH_OUT,137059.5,0.0,0.0,C1686797378,633827.24,770886.74,0,0
PAYMENT,5106.45,0.0,0.0,M624027727,0.0,0.0,0,0
PAYMENT,3012.34,31817.0,28804.66,M953921356,0.0,0.0,0,0
CASH_IN,35648.89,1739103.24,1774752.13,C970,991647.22,955998.33,0,0
TRANSFER,123966.35,0.0,0.0,C1251746752,1945131.26,2069097.61,0,0
PAYMENT,1566.11,0.0,0.0,M1521132614,0.0,0.0,0,0
PAYMENT,3692.75,79392.15,75699.4,M210400506,0.0,0.0,0,0
CASH_OUT,38755.65,10843.0,0.0,C352107345,74786.7,113542.35,0,0
CASH_OUT,93231.58,0.0,0.0,C1172504373,170488.13,263719.71,0,0
PAYMENT,10692.93,0.0,0.0,M1241484709,0.0,0.0,0,0
CASH_OUT,194959.27,0.0,0.0,C1063418068,5493438.33,6041761.47,0,0
CASH_IN,313944.02,293.0,314237.02,C422207175,19080.8,0.0,0,0
CASH_OUT,99507.45,0.0,0.0,C263666143,157280.17,256787.62,0,0
CASH_IN,76828.55,898.0,77726.55,C1262034507,611312.86,534484.31,0,0
PAYMENT,19155.98,693.0,0.0,M1651817648,0.0,0.0,0,0
PAYMENT,38519.74,105057.8,66538.07,M1411950849,0.0,0.0,0,0
CASH_IN,131073.28,63440.79,194514.08,C1921278373,380889.91,249816.63,0,0
CASH_IN,277188.37,6237709.58,6514897.95,C1936384960,4205535.1,3928346.73,0,0
PAYMENT,10300.6,93001.42,82700.82,M625845115,0.0,0.0,0,0
CASH_IN,20786.04,8841971.91,8862757.94,C2133635168,1213465.33,1192679.29,0,0
CASH_IN,141447.72,421956.3,563404.02,C687332996,1852111.93,1626421.21,0,0
CASH_OUT,100937.83,18926.0,0.0,C354061716,112432.61,213370.44,0,0
CASH_IN,65356.82,14669230.74,14734587.56,C1740133606,1445039.98,1654395.32,0,0
PAYMENT,10765.37,0.0,0.0,M2005893525,0.0,0.0,0,0
CASH_IN,114390.65,5686799.01,5801189.66,C1845729076,164316.62,49925.97,0,0
CASH_IN,61000.58,15014238.87,15075239.45,C129822658,375596.44,314595.86,0,0
CASH_OUT,120325.55,784.0,0.0,C1209140279,0.0,120325.55,0,0
CASH_IN,182098.08,17343588.48,17525686.56,C1742174406,4128256.12,3946158.04,0,0
CASH_IN,3941.64,5183230.13,5187171.78,C655751201,842949.48,1240692.42,0,0
PAYMENT,18368.23,0.0,0.0,M1136653162,0.0,0.0,0,0
CASH_OUT,109411.61,8372.0,0.0,C1225987265,0.0,109411.61,0,0
TRANSFER,417076.31,20826.0,0.0,C255072233,1092567.83,1509644.14,0,0
CASH_IN,300574.76,632457.28,933032.04,C1210331729,2359075.09,2058500.33,0,0
PAYMENT,28220.71,0.0,0.0,M134514643,0.0,0.0,0,0
PAYMENT,7314.41,2571.0,0.0,M1344072164,0.0,0.0,0,0
PAYMENT,1870.8,74756.69,72885.89,M605754798,0.0,0.0,0,0
PAYMENT,14955.54,0.0,0.0,M953885505,0.0,0.0,0,0
PAYMENT,6047.62,0.0,0.0,M1263811260,0.0,0.0,0,0
CASH_OUT,11982.13,0.0,0.0,C545422672,165357.83,177339.96,0,0
PAYMENT,4844.28,58786.57,53942.29,M1711692419,0.0,0.0,0,0
CASH_OUT,335219.91,23641.0,0.0,C1960855429,127290.84,462510.76,0,0
CASH_OUT,56868.22,13123.0,0.0,C253562608,1343093.87,1399962.09,0,0
CASH_OUT,39642.8,0.0,0.0,C2090423968,4957158.07,4996800.88,0,0
CASH_IN,131639.34,2573570.86,2705210.2,C229896296,1888270.23,1796335.22,0,0
CASH_OUT,19879.92,0.0,0.0,C1488458513,468944.13,488824.05,0,0
PAYMENT,23218.83,61847.0,38628.17,M1818808499,0.0,0.0,0,0
PAYMENT,9019.86,607145.17,598125.31,M250748005,0.0,0.0,0,0
PAYMENT,1903.3,20500.0,18596.7,M1623513683,0.0,0.0,0,0
PAYMENT,5260.45,10600.26,5339.81,M1261660997,0.0,0.0,0,0
PAYMENT,10715.4,5035.0,0.0,M1803118293,0.0,0.0,0,0
CASH_OUT,203130.19,698.0,0.0,C1490296817,0.0,203130.19,0,0
CASH_OUT,142699.6,118875.0,0.0,C825284942,0.0,142699.6,0,0
CASH_OUT,103838.0,0.0,0.0,C1143249588,813085.85,1115290.98,0,0
PAYMENT,9464.55,0.0,0.0,M332005511,0.0,0.0,0,0
PAYMENT,16466.67,14025.0,0.0,M1826494455,0.0,0.0,0,0
PAYMENT,19127.87,0.0,0.0,M91211510,0.0,0.0,0,0
CASH_IN,166262.21,1411171.16,1577433.37,C1759701287,433347.03,267084.83,0,0
CASH_OUT,287279.65,11066.0,0.0,C884508954,2329711.26,2616990.91,0,0
CASH_OUT,125644.6,12515.0,0.0,C1938986821,0.0,125644.6,0,0
PAYMENT,2352.3,0.0,0.0,M1002423239,0.0,0.0,0,0
PAYMENT,3915.2,23647.0,19731.8,M1694697788,0.0,0.0,0,0
PAYMENT,142.24,0.0,0.0,M1506117904,0.0,0.0,0,0
CASH_OUT,54596.0,12144.0,0.0,C181339720,0.0,267316.55,0,0
CASH_OUT,34836.92,141.0,0.0,C2136814694,5501418.89,5536255.81,0,0
PAYMENT,11069.27,26008.0,14938.73,M1163444300,0.0,0.0,0,0
